orderNumber,productCode,productVendor,quantityOrdered,priceEach
10396,S18_4522,Exoto Designs,45,83.38
10396,S24_2011,Carousel DieCast Legends,49,100.77
10396,S24_3151,Min Lin Diecast,27,77
10396,S24_3816,Carousel DieCast Legends,37,77.99
10397,S72_3212,Unimax Art Galleries,34,52.96
10397,S700_3962,Welly Diecast Productions,36,80.44
10397,S700_3505,Carousel DieCast Legends,48,86.15
10397,S700_2610,Red Start Diecast,22,62.88
10397,S700_1938,Studio M Art Models,32,69.29
10398,S72_1253,Motor City Art Classics,34,41.22
10398,S24_3949,Second Gear Diecast,41,56.64
10398,S24_2841,Autoart Studio Design,28,60.29
10398,S32_4289,Highway 66 Mini Classics,22,60.54
10398,S50_1341,Studio M Art Models,49,38.84
10398,S700_1691,Min Lin Diecast,47,78.55
10398,S700_2047,Unimax Art Galleries,36,75.13
10398,S700_2466,Motor City Art Classics,22,98.72
10398,S700_2834,Highway 66 Mini Classics,23,102.04
10398,S700_3167,Motor City Art Classics,29,76.8
10398,S18_1662,Red Start Diecast,33,130.88
10398,S700_4002,Second Gear Diecast,36,62.19
10398,S24_3420,Autoart Studio Design,34,61.15
10398,S24_4278,Unimax Art Galleries,45,65.93
10398,S18_2581,Gearbox Collectibles,34,82.79
10398,S24_1785,Classic Metal Creations,43,100.67
10398,S18_3856,Exoto Designs,45,92.11
10398,S18_3029,Min Lin Diecast,28,70.54
10399,S32_1374,Exoto Designs,32,97.89
10399,S24_2000,Highway 66 Mini Classics,58,75.41
10399,S24_1578,Autoart Studio Design,57,104.81
10399,S18_2625,Welly Diecast Productions,30,51.48
10399,S12_2823,Unimax Art Galleries,29,123.51
10399,S10_4698,Red Start Diecast,22,156.86
10399,S10_2016,Highway 66 Mini Classics,51,99.91
10399,S10_1678,Min Lin Diecast,40,77.52
10400,S18_1662,Red Start Diecast,34,129.31
10400,S24_2841,Autoart Studio Design,24,55.49
10400,S24_3420,Autoart Studio Design,38,59.18
10400,S72_1253,Motor City Art Classics,20,41.71
10400,S700_2047,Unimax Art Galleries,46,82.37
10400,S18_3856,Exoto Designs,58,88.93
10400,S18_3029,Min Lin Diecast,30,74.84
10400,S24_3816,Carousel DieCast Legends,42,74.64
10400,S10_4757,Motor City Art Classics,64,134.64
10401,S32_1374,Exoto Designs,49,81.91
10401,S700_2834,Highway 66 Mini Classics,21,96.11
10401,S18_2581,Gearbox Collectibles,42,75.19
10401,S24_4278,Unimax Art Galleries,52,65.93
10401,S24_1785,Classic Metal Creations,38,87.54
10401,S32_4289,Highway 66 Mini Classics,62,62.6
10401,S50_1341,Studio M Art Models,56,41.46
10401,S700_1691,Min Lin Diecast,11,77.64
10401,S700_3167,Motor City Art Classics,77,73.6
10401,S700_2466,Motor City Art Classics,85,98.72
10401,S700_4002,Second Gear Diecast,40,66.63
10401,S24_3949,Second Gear Diecast,64,59.37
10402,S10_2016,Highway 66 Mini Classics,45,118.94
10402,S18_2625,Welly Diecast Productions,55,58.15
10402,S24_2000,Highway 66 Mini Classics,59,61.7
10403,S18_3782,Studio M Art Models,36,55.33
10403,S32_2206,Gearbox Collectibles,30,35.8
10403,S50_4713,Autoart Studio Design,31,65.09
10403,S24_2360,Highway 66 Mini Classics,27,57.49
10403,S32_4485,Second Gear Diecast,45,88.78
10403,S12_2823,Unimax Art Galleries,66,122
10403,S10_1678,Min Lin Diecast,24,85.17
10403,S24_1578,Autoart Studio Design,46,109.32
10403,S10_4698,Red Start Diecast,66,174.29
10404,S12_3380,Welly Diecast Productions,43,102.17
10404,S24_3371,Welly Diecast Productions,49,53.27
10404,S12_1099,Autoart Studio Design,64,163.44
10404,S12_3990,Studio M Art Models,77,67.03
10404,S18_3482,Gearbox Collectibles,28,127.88
10404,S18_3278,Min Lin Diecast,90,67.54
10404,S24_4620,Classic Metal Creations,48,65.48
10404,S18_4721,Classic Metal Creations,48,124.99
10405,S18_3232,Unimax Art Galleries,55,147.33
10405,S24_2972,Second Gear Diecast,47,37.38
10405,S24_3856,Classic Metal Creations,76,127.79
10405,S18_1889,Gearbox Collectibles,61,72.38
10405,S12_4675,Welly Diecast Productions,97,115.16
10406,S18_3685,Gearbox Collectibles,65,117.26
10406,S18_1984,Min Lin Diecast,48,133.72
10406,S18_1129,Highway 66 Mini Classics,61,124.56
10407,S18_2248,Motor City Art Classics,42,58.12
10407,S18_1749,Welly Diecast Productions,76,141.1
10407,S18_4409,Exoto Designs,6,91.11
10407,S18_4933,Studio M Art Models,66,64.14
10407,S24_2887,Exoto Designs,59,98.65
10407,S24_2766,Classic Metal Creations,76,81.78
10407,S24_3191,Exoto Designs,13,77.05
10407,S24_1046,Unimax Art Galleries,26,68.35
10407,S24_3432,Gearbox Collectibles,43,101.73
10407,S24_1628,Carousel DieCast Legends,64,45.78
10407,S18_1589,Classic Metal Creations,59,114.48
10407,S18_2870,Red Start Diecast,41,132
10408,S24_3969,Red Start Diecast,15,41.03
10409,S24_1937,Motor City Art Classics,61,27.88
10409,S18_2325,Autoart Studio Design,6,104.25
10410,S18_2949,Carousel DieCast Legends,47,93.21
10410,S18_3136,Red Start Diecast,34,84.82
10410,S18_2957,Min Lin Diecast,53,49.97
10410,S24_4258,Second Gear Diecast,50,95.44
10410,S18_3320,Exoto Designs,44,81.35
10410,S18_1367,Studio M Art Models,44,51.21
10410,S18_1342,Motor City Art Classics,65,99.66
10410,S18_2795,Gearbox Collectibles,56,145.13
10410,S24_2022,Classic Metal Creations,31,42.56
10411,S32_1268,Motor City Art Classics,26,78.01
10411,S10_4962,Second Gear Diecast,27,144.79
10411,S18_4600,Motor City Art Classics,46,106.55
10411,S700_2824,Carousel DieCast Legends,34,89.01
10411,S32_3522,Red Start Diecast,27,60.76
10411,S12_1666,Welly Diecast Productions,40,110.7
10411,S18_4668,Studio M Art Models,35,41.25
10411,S18_1097,Studio M Art Models,27,109.67
10411,S10_1949,Classic Metal Creations,23,205.73
10412,S24_4048,Exoto Designs,31,108.82
10412,S24_1444,Highway 66 Mini Classics,21,47.4
10412,S50_1392,Highway 66 Mini Classics,26,105.33
10412,S18_2238,Gearbox Collectibles,41,150.63
10412,S12_4473,Exoto Designs,54,100.73
10412,S24_2840,Carousel DieCast Legends,30,32.88
10412,S32_2509,Classic Metal Creations,19,50.86
10412,S18_2319,Unimax Art Galleries,56,120.28
10412,S18_3232,Unimax Art Galleries,60,157.49
10412,S24_2300,Autoart Studio Design,70,109.9
10412,S18_2432,Carousel DieCast Legends,47,49.83
10413,S12_3891,Second Gear Diecast,22,173.02
10413,S12_1108,Second Gear Diecast,36,201.57
10413,S12_3148,Welly Diecast Productions,47,145.04
10413,S50_1514,Classic Metal Creations,51,53.31
10413,S18_4027,Min Lin Diecast,49,133.57
10413,S32_3207,Gearbox Collectibles,24,56.55
10414,S18_3029,Min Lin Diecast,44,77.42
10414,S24_3816,Carousel DieCast Legends,51,72.96
10414,S10_4757,Motor City Art Classics,49,114.24
10414,S700_2610,Red Start Diecast,31,61.44
10414,S24_3151,Min Lin Diecast,60,72.58
10414,S700_1138,Autoart Studio Design,37,62
10414,S700_3505,Carousel DieCast Legends,28,84.14
10414,S700_3962,Welly Diecast Productions,40,84.41
10414,S72_3212,Unimax Art Galleries,47,54.6
10414,S24_2011,Carousel DieCast Legends,43,108.14
10414,S18_4522,Exoto Designs,56,83.38
10414,S18_3140,Unimax Art Galleries,41,128.39
10414,S700_1938,Studio M Art Models,34,74.48
10414,S18_3259,Carousel DieCast Legends,48,85.71
10415,S24_2841,Autoart Studio Design,21,60.97
10415,S24_3420,Autoart Studio Design,18,59.83
10415,S72_1253,Motor City Art Classics,42,43.2
10415,S700_2047,Unimax Art Galleries,32,73.32
10415,S18_3856,Exoto Designs,51,86.81
10416,S24_2000,Highway 66 Mini Classics,32,62.46
10416,S32_1374,Exoto Designs,45,86.9
10416,S700_2834,Highway 66 Mini Classics,41,98.48
10416,S18_2581,Gearbox Collectibles,15,70.96
10416,S24_4278,Unimax Art Galleries,48,70.28
10416,S24_1785,Classic Metal Creations,47,90.82
10416,S32_4289,Highway 66 Mini Classics,26,68.1
10416,S50_1341,Studio M Art Models,37,39.71
10416,S700_1691,Min Lin Diecast,23,88.6
10416,S700_3167,Motor City Art Classics,39,65.6
10416,S700_2466,Motor City Art Classics,22,84.76
10416,S700_4002,Second Gear Diecast,43,63.67
10416,S24_3949,Second Gear Diecast,18,64.83
10416,S18_1662,Red Start Diecast,24,129.31
10417,S12_2823,Unimax Art Galleries,21,144.6
10417,S10_1678,Min Lin Diecast,66,79.43
10417,S24_1578,Autoart Studio Design,35,109.32
10417,S10_4698,Red Start Diecast,56,162.67
10417,S10_2016,Highway 66 Mini Classics,45,116.56
10417,S18_2625,Welly Diecast Productions,36,58.75
10418,S18_3482,Gearbox Collectibles,27,139.64
10418,S18_3278,Min Lin Diecast,16,70.76
10418,S24_4620,Classic Metal Creations,10,66.29
10418,S18_4721,Classic Metal Creations,28,120.53
10418,S18_3782,Studio M Art Models,33,56.57
10418,S32_2206,Gearbox Collectibles,43,36.61
10418,S50_4713,Autoart Studio Design,40,72.41
10418,S24_2360,Highway 66 Mini Classics,52,64.41
10418,S32_4485,Second Gear Diecast,50,100.01
10419,S18_1589,Classic Metal Creations,37,100.8
10419,S18_2870,Red Start Diecast,55,116.16
10419,S18_3685,Gearbox Collectibles,43,114.44
10419,S18_1984,Min Lin Diecast,34,133.72
10419,S18_1129,Highway 66 Mini Classics,38,117.48
10419,S18_3232,Unimax Art Galleries,35,165.95
10419,S24_2972,Second Gear Diecast,15,32.1
10419,S24_3856,Classic Metal Creations,70,112.34
10419,S18_1889,Gearbox Collectibles,39,67.76
10419,S12_4675,Welly Diecast Productions,32,99.04
10419,S12_3380,Welly Diecast Productions,10,111.57
10419,S24_3371,Welly Diecast Productions,55,52.66
10419,S12_1099,Autoart Studio Design,12,182.9
10419,S12_3990,Studio M Art Models,34,64.64
10420,S24_1937,Motor City Art Classics,45,32.19
10420,S18_2325,Autoart Studio Design,45,116.96
10420,S24_3969,Red Start Diecast,15,35.29
10420,S18_2248,Motor City Art Classics,36,52.06
10420,S18_1749,Welly Diecast Productions,37,153
10420,S18_4409,Exoto Designs,66,73.62
10420,S18_4933,Studio M Art Models,36,68.42
10420,S24_2887,Exoto Designs,55,115.09
10420,S24_2766,Classic Metal Creations,39,76.33
10420,S24_3191,Exoto Designs,35,77.05
10420,S24_1046,Unimax Art Galleries,60,60.26
10420,S24_3432,Gearbox Collectibles,26,104.94
10420,S24_1628,Carousel DieCast Legends,37,48.8
10421,S18_2795,Gearbox Collectibles,35,167.06
10421,S24_2022,Classic Metal Creations,40,44.8
10422,S18_1367,Studio M Art Models,25,47.44
10422,S18_1342,Motor City Art Classics,51,91.44
10423,S18_2949,Carousel DieCast Legends,10,89.15
10423,S18_3136,Red Start Diecast,21,98.44
10423,S18_2957,Min Lin Diecast,31,56.21
10423,S24_4258,Second Gear Diecast,28,78.89
10423,S18_3320,Exoto Designs,21,80.36
10424,S700_2824,Carousel DieCast Legends,46,85.98
10424,S32_3522,Red Start Diecast,44,54.94
10424,S12_1666,Welly Diecast Productions,49,121.64
10424,S18_4668,Studio M Art Models,26,40.25
10424,S18_1097,Studio M Art Models,54,108.5
10424,S10_1949,Classic Metal Creations,50,201.44
10425,S24_1444,Highway 66 Mini Classics,55,53.75
10425,S50_1392,Highway 66 Mini Classics,18,94.92
10425,S18_2238,Gearbox Collectibles,28,147.36
10425,S12_4473,Exoto Designs,33,95.99
10425,S24_2840,Carousel DieCast Legends,31,31.82
10425,S32_2509,Classic Metal Creations,11,50.32
10425,S18_2319,Unimax Art Galleries,38,117.82
10425,S18_3232,Unimax Art Galleries,28,140.55
10425,S24_2300,Autoart Studio Design,49,127.79
10425,S18_2432,Carousel DieCast Legends,19,48.62
10425,S32_1268,Motor City Art Classics,41,83.79
10425,S10_4962,Second Gear Diecast,38,131.49
10425,S18_4600,Motor City Art Classics,38,107.76
